temp,vibration,pressure,load,runtime_hours,contamination,oxidation_index,viscosity_drift,thermal_stress,mechanical_stress,contamination_prob,rull
36.70425416666666,0.5769500000000001,48.61702458333327,0.8830956971186814,0.0,0.0,0.0,0.18352127083333328,0.13472022739312667,0,0.0,2205
37.92064166666667,0.5658500000000001,48.516512444444594,0.8812699614196848,0.016666666666666666,0.0,0.0,0.18961154166666666,0.14379750644117362,0,0.0,2204
38.9003375,0.5765333333333332,48.40621422222213,0.8792664680697877,0.03333333333333333,0.0,0.0,0.19451835416666666,0.15132362576139063,0,0.0,2203
39.816470833333334,0.5692666666666667,48.32928786111111,0.8778691522308536,0.05,0.0,0.0,0.19910735416666667,0.1585351349621684,0,0.0,2202
40.71877916666667,0.5773666666666666,48.245668527777774,0.8763502630331811,0.06666666666666667,0.0,0.0,0.20362722916666667,0.16580189768237677,0,0.0,2201
41.54156249999999,0.5726833333333334,48.20486880555571,0.8756091633989124,0.08333333333333333,0.0,0.0,0.2077494791666666,0.17257014149414054,0,0.0,2200
42.30777083333332,0.5730333333333333,48.10241702777771,0.8737481954582925,0.1,0.0,0.0,0.21158885416666662,0.17899474728858497,0,0.0,2199
42.98983749999999,0.5720000000000002,48.07338463888891,0.8732208415545004,0.11666666666666667,0.0,0.0,0.2150075208333333,0.18481261282764055,0,0.0,2198
43.62829999999998,0.5670666666666666,48.010881138888834,0.872085507329957,0.13333333333333333,0.0,0.0,0.21820816666666656,0.19034285608899984,0,0.0,2197
44.23098333333333,0.5716833333333334,47.985673555555685,0.871627628457956,0.15,0.0,0.0,0.22122991666666664,0.19563798866336105,0,0.0,2196
44.78941666666665,0.5686999999999998,47.94067788888881,0.8708103123024928,0.16666666666666666,0.0,0.0,0.22403041666666657,0.2006091845340276,0,0.0,2195
45.31051249999999,0.5781499999999998,47.89016730555563,0.8698928213786288,0.18333333333333332,0.0,0.0,0.2266442291666666,0.20530425430126553,0,0.0,2194
45.797791666666654,0.5842333333333335,47.84581000000023,0.8690871006253028,0.2,0.0,0.0,0.22908895833333326,0.20974377215434015,0,0.0,2193
46.25022083333333,0.5885666666666669,47.82130077777793,0.8686419070152508,0.21666666666666667,0.0,0.0,0.23135943749999996,0.21390829271321005,0,0.0,2192
46.67136666666667,0.5824666666666666,47.77886550000022,0.867871098609498,0.23333333333333334,0.0,0.0,0.2334735,0.21782164665344447,0,0.0,2191
47.05952083333334,0.5823666666666666,47.73533475000011,0.8670803916843641,0.25,0.0,0.0,0.23542260416666666,0.22145985010629343,0,0.0,2190
47.41165416666666,0.5848999999999999,47.71628883333355,0.866734435361449,0.26666666666666666,0.0,0.0,0.23719160416666663,0.22478649508196,0,0.0,2189
47.74543749999999,0.5930833333333333,47.698602805555595,0.8664131805096005,0.2833333333333333,0.0,0.0,0.23886885416666662,0.2279626802066405,0,0.0,2188
48.06258750000001,0.6039000000000001,47.646776888888844,0.8654717974364922,0.3,0.0,0.0,0.24046293750000006,0.23100123171951567,0,0.0,2187
48.363675,0.60335,47.619715472222104,0.8649802449233315,0.31666666666666665,0.0,0.0,0.24197670833333335,0.2339045059505625,0,0.0,2186
48.614149999999995,0.6186666666666666,47.630388666666796,0.8651741163535434,0.3333333333333333,0.0,0.0,0.24323741666666665,0.23633355802224995,0,0.0,2185
48.851387500000016,0.6307000000000004,47.616280694444384,0.8649178544849602,0.35,0.0,0.0,0.24443193750000008,0.2386458060675158,0,0.0,2184
49.06825833333334,0.6217333333333335,47.60855252777785,0.864777477512319,0.36666666666666664,0.0,0.0,0.24552462500000005,0.24076939758667368,0,0.0,2183
49.274525,0.6250333333333333,47.6018990277777,0.8646566211400651,0.38333333333333336,0.0,0.0,0.24656429166666666,0.24279788139756248,0,0.0,2182
49.46478750000001,0.6333000000000002,47.58448547222236,0.8643403155636905,0.4,0.0,0.0,0.24752393750000004,0.2446765202420157,0,0.0,2181
49.6570875,0.6361166666666666,47.53293177777803,0.8634038772249698,0.4166666666666667,0.0,0.0,0.24849377083333335,0.24658263389826565,0,0.0,2180
49.85171249999999,0.6377333333333333,47.5060928333335,0.8629163657707558,0.43333333333333335,0.0,0.0,0.24947522916666662,0.24851932391826553,0,0.0,2179
50.00087499999999,0.6266999999999999,47.498464722222515,0.862777806240283,0.45,0.0,0.0,0.2502293749999999,0.2500087500765625,0,0.0,2178
50.17634166666666,0.63505,47.44589269444461,0.861822870558444,0.4666666666666667,0.0,0.0,0.2511150416666666,0.25176652630500684,0,0.0,2177
50.29271666666666,0.6339666666666663,47.40183327777786,0.861022560757311,0.48333333333333334,0.0,0.0,0.25170524999999994,0.252935734971361,0,0.0,2176
50.424316666666655,0.6377833333333331,47.39852150000004,0.8609624045315758,0.5,0.0,0.0,0.25237158333333326,0.25426117113002766,0,0.0,2175
50.551095833333335,0.6265999999999999,47.37921336111111,0.860611685117578,0.5166666666666667,0.0,0.0,0.25301381250000005,0.2555413289950851,0,0.0,2174
50.638762500000006,0.6342499999999999,47.40003744444446,0.8609899406473174,0.5333333333333333,0.0,0.0,0.2534604791666667,0.2564284267531407,0,0.0,2173
50.77251666666666,0.6351833333333337,47.36384763888882,0.8603325770624488,0.55,0.0,0.0,0.2541375833333333,0.2577848448666944,0,0.0,2172
50.901808333333335,0.6517333333333332,47.346245722222214,0.8600128500326163,0.5666666666666667,0.0,0.0,0.254792375,0.2590994091603403,0,0.0,2171
50.9750375,0.6418499999999997,47.33782216666668,0.8598598417864457,0.5833333333333334,0.0,0.0,0.2551668541666667,0.2598454448126406,0,0.0,2170
51.08833333333333,0.6413,47.32194191666675,0.8595713876787684,0.6,0.0,0.0,0.2557416666666667,0.26100178027777776,0,0.0,2169
51.171937500000006,0.6397333333333332,47.318254777777774,0.8595044132697945,0.6166666666666667,0.0,0.0,0.2561680208333334,0.2618567187503907,0,0.0,2168
51.255333333333326,0.6484666666666669,47.33988822222211,0.8598973703021588,0.6333333333333333,0.0,0.0,0.25659333333333334,0.26271091951111103,0,0.0,2167
51.294808333333336,0.630733333333333,47.31101477777784,0.859372903517771,0.65,0.0,0.0,0.25679904166666667,0.2631157361953403,0,0.0,2166
51.34578333333334,0.6316500000000002,47.330361888888966,0.8597243308360888,0.6666666666666666,0.0,0.0,0.25706225000000005,0.26363894661136117,0,0.0,2165
51.457895833333325,0.6349833333333331,47.298724000000014,0.8591496497694624,0.6833333333333333,0.0,0.0,0.2576311458333333,0.26479150435941834,0,0.0,2164
51.52358749999999,0.6306666666666667,47.282295333333444,0.8588512340402609,0.7,0.0,0.0,0.25796793749999997,0.2654680068870155,0,0.0,2163
51.57412916666667,0.63965,47.280077694444564,0.8588109521147971,0.7166666666666667,0.0,0.0,0.2582289791666667,0.2659890799300018,0,0.0,2162
51.652537500000015,0.6396,47.267956527777805,0.8585907792387478,0.7333333333333333,0.0,0.0,0.25862935416666677,0.26679846301889076,0,0.0,2161
51.69472916666666,0.6409500000000001,47.26276608333342,0.8584964982909881,0.75,0.0,0.0,0.25884864583333334,0.2672345023615017,0,0.0,2160
51.75185416666667,0.6575333333333332,47.26099280555568,0.8584642878875598,0.7666666666666667,0.0,0.0,0.2591426041666667,0.2678254409687934,0,0.0,2159
51.7840375,0.6304666666666668,47.2486602777777,0.8582402757784546,0.7833333333333333,0.0,0.0,0.2593118541666667,0.26815865398014055,0,0.0,2158
51.83511250000001,0.6288333333333337,47.25025108333324,0.8582691716961519,0.8,0.0,0.0,0.2595755625000001,0.2686878887887657,0,0.0,2157
51.88986249999999,0.6278166666666667,47.256804305555534,0.8583882065897178,0.8166666666666667,0.0,0.0,0.2598576458333333,0.26925578302689057,0,0.0,2156
51.92582916666667,0.6350666666666668,47.26582972222232,0.8585521472399623,0.8333333333333334,0.0,0.0,0.26004581250000003,0.2696291734645851,0,0.0,2155
52.01308333333333,0.6599,47.245281972222244,0.8581789111201863,0.85,0.0,0.0,0.26049041666666667,0.2705360837840277,0,0.0,2154
52.050599999999996,0.6257000000000001,47.23774477777778,0.858042003030082,0.8666666666666667,0.0,0.0,0.2606863333333333,0.27092649603599994,0,0.0,2153
52.0554375,0.6337166666666668,47.236232277777894,0.858014529480369,0.8833333333333333,0.0,0.0,0.2607188541666667,0.27097685733164056,0,0.0,2152
52.11145833333333,0.6483833333333338,47.271353500000004,0.858652482964518,0.9,0.0,0.0,0.26100729166666664,0.2715604089626736,0,0.0,2151
52.17670416666665,0.6352000000000001,47.242897999999904,0.8581356078610988,0.9166666666666666,0.0,0.0,0.2613418541666666,0.27224084576958496,0,0.0,2150
52.22693333333333,0.6404833333333336,47.22805527777783,0.8578659997507674,0.9333333333333333,0.0,0.0,0.2616013333333333,0.2727652565404444,0,0.0,2149
52.236583333333336,0.6380499999999999,47.23304711111121,0.8579566730606877,0.95,0.0,0.0,0.26165791666666666,0.27286606383402784,0,0.0,2148
52.23078333333334,0.6441999999999998,47.219322166666664,0.8577073686352102,0.9666666666666667,0.0,0.0,0.26163725000000004,0.2728054727613612,0,0.0,2147
